"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephone　number","medicalSubjects","note","numberOfBeds","pref","prefCode"
"jp.takamatsu.smartcity.medical.Hospital.590","34.281875","133.966944","香川県高松市国分寺町福家甲２６３７番地１","歯科","高松市","みやわき歯科医院","","宮脇　　聡","1999/02/12","087-875-2442","歯科、小児歯科","","","",""
"jp.takamatsu.smartcity.medical.Hospital.591","34.383683","134.127948","香川県高松市庵治町６３８５番地１８","歯科","高松市","溝渕歯科医院","","溝渕　勝彦","1991/3/1","087-871-4808","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.592","34.34839","134.123253","香川県高松市牟礼町牟礼２５３３番地２","歯科","高松市","三谷歯科医院","","三谷　裕子","1993/1/4","087-845-5780","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.593","34.34286","134.128293","香川県高松市牟礼町牟礼２１１２番地１","歯科","高松市","松木歯科医院","","松木　倫和","2003/2/1","087-845-8577","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.594","34.27708","133.994439","香川県高松市西山崎町８８６番地１","歯科","高松市","医療法人社団みつもり歯科医院","理事長　三森　康智","医療法人社団みつもり歯科医院","2006/4/1","087-886-8900","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.595","34.301494","134.059566","香川県高松市多肥下町１５４８番地１４","歯科","高松市","医療法人社団佑逵会美美歯科","理事長　田中　美美","医療法人社団佑逵会美美歯科","2006/8/1","087-867-3933","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.596","34.357452","133.970404","香川県高松市中山町８１１番地６","歯科","高松市","医療法人社団溝渕歯科診療所","理事長　荻野　芳","医療法人社団溝渕歯科診療所","2007/3/1","087-881-1800","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.597","34.299291","134.079645","香川県高松市林町１３０８番地１５","歯科","高松市","みたに歯科クリニック","","三谷　明将","2008/6/1","087-815-3373","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.598","34.340327","134.009525","香川県高松市鶴市町２０２２番地１９","歯科","高松市","みき歯科医院","","三木　武","2009/7/11","087-813-0727","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.599","34.345558","134.051879","香川県高松市片原町１０番地２０","歯科","高松市","もりい矯正歯科クリニック","","森井　大介","2009/9/7","087-811-7725","矯正歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.600","34.298707","134.053339","香川県高松市多肥下町１５８７番地１１","歯科","高松市","町田歯科クリニック","","町田　誠一","2010/4/28","087-813-8241","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.601","34.278282","134.07249","香川県高松市三谷町３８４番地１","歯科","高松市","マシマ歯科クリニック","","間島　徹","2011/12/1","087-814-6600","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.602","34.325721","134.056422","香川県高松市今里町一丁目３１番地３","歯科","高松市","むね歯科クリニック","","髙木　宗弘","2016/8/2","087-880-4829","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.603","34.335523","134.072649","香川県高松市木太町２３４１番地２","歯科","高松市","医療法人社団もりぐち歯科クリニック","理事長　森口　善夫","医療法人社団もりぐち歯科クリニック","2016/11/1","087-813-0333","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.604","34.347076","134.052383","香川県高松市丸の内１０番１６号","歯科","高松市","みき歯科三越通りクリニック","","三木　武寛","2017/4/1","087-802-3810","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.605","34.344477","134.050408","香川県高松市丸亀町１３番地３　高松丸亀町商店街参番街東館３Ｆ","歯科","高松市","医療法人社団丸亀町ハビット歯科クリニック","理事長　三木　健史","医療法人社団丸亀町ハビット歯科クリニック","2017/9/1","087-851-2266","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.606","34.270692","133.999399","香川県高松市岡本町１２４７番地１","歯科","高松市","みやび歯科","","竹内　雅哉","2019/2/7","087-886-8811","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.607","34.342766","134.043206","香川県高松市番町三丁目２番１号　３Ｆ","歯科","高松市","山口歯科診療所","","山口　裕","1982/2/1","087-831-5034","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.608","34.28247","134.053943","香川県高松市多肥上町１８４２番地５","歯科","高松市","吉田歯科医院","","吉田　光典","1982/6/1","087-888-2088","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.609","34.296118","134.043453","香川県高松市太田上町３９２番地１","歯科","高松市","やすとみ歯科医院","","安冨　哲士","1994/5/24","087-868-5188","歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.610","34.313456","134.045552","香川県高松市三条町２３９番地７","歯科","高松市","医療法人社団邦照会米田歯科医院","理事長　米田　照男","医療法人社団邦照会米田歯科医院","1995/12/1","087-866-5195","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.611","34.346982","133.998337","香川県高松市香西本町４８６番地６","歯科","高松市","山内歯科医院","","山内　宏茂","2002/8/24","087-881-2642","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.612","34.336888","134.100266","香川県高松市屋島西町１９６８番地９","歯科","高松市","医療法人社団吉翔会吉本歯科医院","理事長　吉本　彰夫","医療法人社団吉翔会","2004/2/1","087-818-1118","歯科、矯正歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.613","34.338608","134.013226","香川県高松市鶴市町２０３３番地３","歯科","高松市","やの歯科医院","","矢野　宏明","2005/12/20","087-897-2070","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.614","34.344995","134.123111","香川県高松市牟礼町牟礼２４３１番地１","歯科","高松市","医療法人社団弘誠会やくり歯科","理事長　松原　弘樹","医療法人社団弘誠会","2001/10/3","087-870-1555","歯科、矯正歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.615","34.303968","133.961663","香川県高松市国分寺町新居字橋岡１７９６番地１","歯科","高松市","よしもと歯科クリニック","理事長　吉本　学","医療法人よしもと歯科クリニック","2014/4/1","087-813-6804","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.616","34.343825","134.054384","香川県高松市今新町４番地７　２Ｆ","歯科","高松市","ヨネダ歯科医院","","米田　敬","2014/5/19","087-851-9259","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.617","34.301124","134.039964","香川県高松市太田上町１００４番地１","歯科","高松市","医療法人社団山下歯科医院","理事長　山下　穣","医療法人社団山下歯科医院","2016/12/24","087-865-1323","歯科、矯正歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.618","34.343442","134.065844","香川県高松市松福町二丁目４番４号","歯科","高松市","らく楽歯科クリニック","理事長　太田　憲吾","医療法人社団らく楽会","2014/12/11","087-851-3500","歯科、小児歯科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.619","34.278511","134.069135","香川県高松市三谷町１１６３番地１","歯科","高松市","くわじま歯科医院","","桑島　大介","2024/03/15","087-814-6177","歯科、小児歯科、歯科口腔外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.620","34.32234","134.06390","高松市松縄町４１−４　誠ビル２階","無床診療所","高松市","にじいろ心の診療所","","角友　佑豪","2025/04/01","087-813-7261","精神科、心療内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.621","34.30292","134.03288","高松市鹿角町２７１番地６","有床診療所","高松市","医療法人社団赤松内科医院（休止中）","福川　徳三","医療法人社団赤松内科医院","1993/10/1","087-866-6667","内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.622","34.33521","134.05367","高松市藤塚町三丁目３番１２号","有床診療所","高松市","医療法人社団小川内科医院（休止中）","理事長　虫本　光徳","医療法人社団小川内科医院","1993/9/1","087-861-9551","内科、消化器科、循環器科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.623","","","高松市仏生山町甲４８０","無床診療所","高松市","西岡耳鼻咽喉科医院（休止中）","","西岡　慶子","1966/7/20","087-889-0603","耳鼻咽喉科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.624","34.2846","134.01158","高松市円座町１４３７−１","有床診療所","高松市","原外科医院（休止中）","","原　修一","1971/4/24","087-885-1293","胃腸科、外科、整形外科、麻酔科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.625","34.34104","134.11265","高松市高松町３００４番地２","無床診療所","高松市","松田胃腸科外科医院（休止中）","","松田　滋明","1977/6/1","087-843-3377","胃腸科、外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.626","34.32818","134.04601","高松市栗林町一丁目１３番２１号","無床診療所","高松市","栗林メンタルクリニック（休止中）","樋端　敏生","医療法人社団緑会","2022/9/1","087-834-1155","心療内科、精神科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.627","34.35435","134.00468","高松市香西本町１−１","無床診療所","高松市","（公財）香川県総合検診協会かがわ健診プラザ","代表理事　久米川　啓","公益財団法人香川県総合健診協会","2025/4/1","087-897-4280","内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.628","34.30726","134.09113","高松市東山崎町６７５","無床診療所","高松市","いしばし整形外科クニリック","","石橋　　洋一","2025/4/7","087-847-1484","整形外科、リハビリテーション科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.629","34.30899","133.99066","高松市御厩町３７２","無床診療所","高松市","高松救急クリニック","","切詰　和孝","2025/5/1","087-816-2702","内科、外科、救急科","","","香川県","372013"
