#LINK,,,,,,,,,,,,,,,,,,,,,,,,,
#lang,ja,,,,,,,,,,,,,,,,,,,,,,,,
#attribution_name,高松市,,,,,,,,,,,,,,,,,,,,,,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,,,,,,,,,,,,,,,,,,,,,,
#file_name,0062,,,,,,,,,,,,,,,,,,,,,,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/hospital,,,,,,,,,,,,,,,,,,,,,,,,
#property,prefCode,identification,pref,city,name,fullNameInKana,alternativeName,address,katagaki,location,telephoneNumber,extensionNumber,faxNumber,corporateNumber,corporateName,medicalCode,availableDate,medicalStartTime,medicalEndTime,availableDateNote,overtimeResponse,medicalSubjects,numberOfBeds,referenceObject,note
#object_type_xsd,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion
591,372013,,香川県,高松市,松井歯科医院,マツイシカイイン,歯科,香川県高松市木太町2351-3,,",",087-861-6548,,087-861-6548,,松井　康男,,月火水木金土,09：00,18：00,水曜日午後休診。土曜日13：00まで。,,歯科、小児歯科、歯科口腔外科,0,http://www.418takamatu.com/hospital/matsui/,
592,372013,,香川県,高松市,まつおか歯科医院,マツオカシカイイン,歯科,香川県高松市紺屋町10-6,,",",087-821-6537,,087-821-6686,,松岡  利安,,月火水木金土,09：00,17：00,木曜日午後休診。土曜日14：00まで。,,歯科、小児歯科,0,,
593,372013,,香川県,高松市,松木歯科医院,マツキシカイイン,歯科,香川県高松市牟礼町牟礼2112-1,,",",087-845-8577,,087-845-8577,,松木　倫和,,月火木金土,09：00,18：30,,,歯科、小児歯科、歯科口腔外科,0,,
594,372013,,香川県,高松市,松崎ファミリー歯科矯正歯科,マツザキファミリーシカキョウセイシカ,歯科,香川県高松市中央町1-5,MBSビル6F,",",087-862-6222,,087-862-8050,,医療法人社団セラ松崎ファミリー歯科矯正歯科,,月火水木金土日,09：00,18：00,,,歯科、矯正歯科、小児歯科,0,http://www.matsuzaki-dental.com/,
595,372013,,香川県,高松市,まつした歯科医院,マツシタシカイイン,歯科,香川県高松市上福岡町916-4,,",",087-863-6755,,087-863-6756,,松下　直弘,,月火水木金土,09：00,18：00,土曜日13：00まで。,,歯科、小児歯科、歯科口腔外科,0,http://matsushitashika.dentalmall.jp/,
596,372013,,香川県,高松市,松原歯科医院,マツバラシカイイン,歯科,香川県高松市高松町2196,,",",087-843-8815,,087-843-8879,,松原　法夫,,月火水木金土,09：00,18：00,木曜日12：00、土曜日16：00まで。,,歯科,0,,
597,372013,,香川県,高松市,松見歯科診療所,マツミシカシンリョウジョ,歯科,香川県高松市香西西町7,,",",087-881-2323,,087-881-8499,,松見　哲雄,,月火水木金土,08：45,17：00,,,歯科,0,http://www.matsumishika.jp/,
598,372013,,香川県,高松市,松本歯科,マツモトシカ,歯科,香川県高松市川島東町275-1,,",",087-848-4182,,087-848-1192,,医療法人社団松本歯科,,月火水木金土,09：00,18：00,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,https://www.matsumoto-dc.com/,
599,372013,,香川県,高松市,松本歯科診療所,マツモトシカシンリョウショ,歯科,香川県高松市国分寺町新居1091-1,,",",087-875-1101,,087-875-1101,,松本　幹夫,,月火水木金土,09：00,18：00,水曜日、土曜日12：30まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
600,372013,,香川県,高松市,丸の内歯科,マルノウチシカ,歯科,香川県高松市丸の内11-15,松浦ビル5F,",",087-821-1331,,087-821-1332,,岡　左永子,,月火水木金土,09：00,18：00,木曜日13：00、土曜日16：00まで。第2第4土曜日休診。,,歯科、小児歯科、歯科口腔外科,0,,
601,372013,,香川県,高松市,みき歯科医院,ミキシカイイン,歯科,香川県高松市鶴市町2022-19,,",",087-813-0727,,087-813-0727,,三木　武,,月火木金土日,09：00,19：00,日曜日13：30まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,https://itp.ne.jp/info/371800805125650850/,
602,372013,,香川県,高松市,みき歯科三越通りクリニック,ミキシカミツコシドオリクリニック,歯科,香川県高松市丸の内10-16,,",",087-802-3810,,,,三木　武寛,,月火水木金土,09：00,18：00,木曜日13：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,https://www.miki-dmc.com/,
603,372013,,香川県,高松市,溝渕歯科医院,ミゾブチシカイイン,歯科,香川県高松市庵治町6385-18,,",",087-871-4808,,087-871-4808,,溝渕　勝彦,,月火水木金土,09：00,18：00,木曜日12：30、土曜日16：00まで。,,歯科、小児歯科,0,,
604,372013,,香川県,高松市,溝渕歯科診療所,ミゾブチシカシンリョウショ,歯科,香川県高松市中山町811-6,,",",087-881-1800,,087-881-1800,,医療法人社団溝渕歯科診療所,,月火木金土,09：30,18：00,土曜日12：30まで。,,歯科,0,,
605,372013,,香川県,高松市,三谷歯科医院,ミタニシカイイン,歯科,香川県高松市牟礼町牟礼2533-2,,",",087-845-5780,,087-845-4168,,三谷　裕子,,月火水金土,09：30,18：00,土曜日17：00まで。,,歯科、矯正歯科、小児歯科,0,http://mitani-dc.com/,
606,372013,,香川県,高松市,みたに歯科クリニック,ミタニシカクリニック,歯科,香川県高松市林町1308-15,,",",087-815-3373,,087-815-3372,,三谷　明将,,月火水木金土,09：00,18：00,,,歯科、小児歯科,0,http://www.mitani-dental.com/,
607,372013,,香川県,高松市,三谷歯科診療所,ミタニシカシンリョウジョ,歯科,香川県高松市内町1-5,,",",087-821-5474,,087-821-5474,,三谷　明弘,,月火水木金土,09：00,18：00,,,歯科,0,http://www2.odn.ne.jp/mitani_sika/,
608,372013,,香川県,高松市,みつもり歯科医院,ミツモリシカイイン,歯科,香川県高松市西山崎町886-1,,",",087-886-8900,,087-886-8309,,医療法人社団みつもり歯科医院,,月火水金土,09：00,18：00,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www.mitsumori-dental.com/,
,,,,,,,,,,,,,,,,,,,,,,,,,
610,372013,,香川県,高松市,美美歯科,ミミシカ,歯科,香川県高松市多肥下町1548-14,,",",087-867-3933,,087-867-3934,,医療法人社団佑逵会美美歯科,,月火水木金土,09：00,18：00,水曜日午後休診。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www.mimi-dc.com/,
611,372013,,香川県,高松市,みやび歯科,ミヤビシカ,歯科,香川県高松市岡本町1247-1,,",",087-886-8811,,,,竹内　雅哉,,月火水木金土,09：30,18：00,金曜日12：30、土曜日17：30まで。,,歯科、小児歯科、歯科口腔外科,0,https://miyabi-shika.com/,
612,372013,,香川県,高松市,宮脇歯科医院,ミヤワキシカイイン,歯科,香川県高松市下田井町633-1,,",",087-847-7757,,087-847-7757,,宮脇　守男,,月火水木金土,09：00,18：30,木曜日、土曜日13：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,https://localplace.jp/t100121223/,
613,372013,,香川県,高松市,みやわき歯科医院,ミヤワキシカイイン,歯科,香川県高松市国分寺町福家甲2637-1,,",",087-875-2442,,087-875-2442,,宮脇　聡,,月火水木金土,09：00,18：30,水曜日12：30、土曜日16：00まで。,,歯科、小児歯科,0,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/3730134974/,
614,372013,,香川県,高松市,三好歯科医院,ミヨシシカイイン,歯科,香川県高松市福岡町二丁目29-30,,",",087-822-2587,,087-822-2567,,三好　正弘,,月火水木金土,09：00,18：00,火曜日、木曜日、土曜日13：00まで。,,歯科,0,,
615,372013,,香川県,高松市,三好歯科医院,ミヨシシカイイン,歯科,香川県高松市栗林町二丁目16-14,2F,",",087-831-4403,,087-831-1818,,三好　篤信,,月火水木金土,09：00,18：00,木曜日13：00まで。,,歯科、小児歯科,0,,
616,372013,,香川県,高松市,むね歯科クリニック,ムニシカクリニック,歯科,香川県高松市今里町一丁目31-3,,",",087-880-4829,,,,髙木　宗弘,,月火水木金土,09：00,18：00,木曜日13：00まで。,,歯科、小児歯科,0,http://www.munedc.jp/,
,,,,,,,,,,,,,,,,,,,,,,,,,
618,372013,,香川県,高松市,ムラトミ歯科医院,ムラトミシカイイン,歯科,香川県高松市前田東町731-1,,",",087-847-4018,,087-847-4663,,村冨　正芳,,月火水木金土,09：00,18：00,木曜日、土曜日12：00まで。,,歯科,0,,
619,372013,,香川県,高松市,もりい矯正歯科クリニック,モリキョウセイシカクリニック,歯科,香川県高松市片原町10-20,,",",087-811-7725,,087-811-7726,,森井　大介,,月火水金土,10：00,18：00,,,歯科、矯正歯科,0,http://www.moriikyousei.jp/,
620,372013,,香川県,高松市,もりぐち歯科クリニック,モリグチシカクリニック,歯科,香川県高松市木太町2341-2,,",",087-813-0333,,087-813-0326,,医療法人社団もりぐち歯科クリニック,,月火水木金土,09：00,18：00,土曜日17：00まで。,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://moriguchi-dental.com/,
621,372013,,香川県,高松市,守田歯科医院,モリタシカイイン,歯科,香川県高松市太田上町874-3,,",",087-865-4410,,087-865-4410,,守田　浩一,,月火水金土,09：00,18：00,,,歯科、歯科口腔外科,0,http://wwwd.pikara.ne.jp/morita-dc/,
622,372013,,香川県,高松市,やくり歯科,ヤクリシカ,歯科,香川県高松市牟礼町牟礼2431－1,,",",087-870-1555,,087-870-1556,,医療法人社団弘誠会,,月火水木金土,09：30,18：30,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,http://www.yakuri-shika.com/,
623,372013,,香川県,高松市,やすとみ歯科医院,ヤストミシカイイン,歯科,香川県高松市太田上町392-1,,",",087-868-5188,,087-868-5155,,安冨　哲士,,月火水金土,09：00,18：00,　,,歯科,0,https://www.dentaldesign.jp/yasutomi/,
624,372013,,香川県,高松市,やの歯科医院,ヤノシカイイン,歯科,香川県高松市鶴市町2033-3,,",",087-897-2070,,087-897-2070,,矢野　宏明,,月火水木金土,09：00,18：00,水曜日、土曜日12：00まで。,,歯科、小児歯科、歯科口腔外科,0,http://www.yano-dentalclinic.com/,
625,372013,,香川県,高松市,山内歯科医院,ヤマウチシカイイン,歯科,香川県高松市香西本町486-6,,",",087-881-2642,,087-881-2642,,山内　宏茂,,月火水木金土,09：00,18：00,水曜日12：30、土曜日16：00まで。,,歯科、小児歯科,0,,
626,372013,,香川県,高松市,山口歯科診療所,ヤマグチシカシンリョウジョ,歯科,香川県高松市番町三丁目2-1,池田番丁ビル3F,",",087-831-5034,,087-834-6898,,山口　裕,,月火水木金土,09：00,18：00,,,歯科,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
628,372013,,香川県,高松市,山下歯科医院,ヤマシタシカイイン,歯科,香川県高松市太田上町1004-1,,",",087-865-1323,,,,医療法人社団山下歯科医院,,月火水金土,09：00,18：00,　,,歯科、矯正歯科、小児歯科,0,,
629,372013,,香川県,高松市,吉田歯科医院,ヨシダシカイイン,歯科,香川県高松市多肥上町1842-5,,",",087-888-2088,,087-888-2131,,吉田　光典,,月火水木金土,09：00,18：00,木曜日12：30まで。第1第3木曜日休診。,,歯科,0,http://yoshida-shika-tmj.jp/,
630,372013,,香川県,高松市,吉本歯科医院,ヨシモトシカイイン,歯科,香川県高松市屋島西町1968-9,,",",087-818-1118,,087-818-1181,,医療法人社団吉翔会,,月火水木金土,09：15,18：00,水曜日13：00まで。,,歯科、矯正歯科、歯科口腔外科,0,"https://www.8181118.com/
https://www.shiroiha.info/?kid=37&cid=1345&mode=3",
631,372013,,香川県,高松市,よしもと歯科クリニック,ヨシモトシカクリニック,歯科,香川県高松市国分寺町新居字橋岡1796-1,,",",087-813-6804,,087-813-6804,,医療法人よしもと歯科クリニック,,月火水木金土,09：00,18：00,木曜日13：00まで。,,歯科、小児歯科、歯科口腔外科,0,http://www7b.biglobe.ne.jp/~yoshimoto-shika/index.html,
632,372013,,香川県,高松市,米岡歯科医院,ヨネオカシカイイン,歯科,香川県高松市田村町321-1,,",",087-867-8888,,087-865-4618,,医療法人社団米岡歯科医院,,月火水木金土,09：00,18：00,木曜日13：00まで。,,歯科、矯正歯科、小児歯科,0,,
633,372013,,香川県,高松市,米田歯科医院,ヨネダシカイイン,歯科,香川県高松市三条町239-7,,",",087-866-5195,,087-866-5169,,医療法人社団邦照会米田歯科医院,,月火水木金土,09：00,18：00,,,歯科、矯正歯科、小児歯科、歯科口腔外科,0,,
634,372013,,香川県,高松市,ヨネダ歯科医院,ヨネダシカイイン,歯科,香川県高松市今新町4-7,2F,",",087-851-9259,,,,米田　敬,,月火水木金土,09：00,18：00,第2第4土曜日、第1第3木曜日休診。,,歯科、小児歯科、歯科口腔外科,0,,
635,372013,,香川県,高松市,らく楽歯科クリニック,ラクラクシカクリニック,歯科,香川県高松市松福町二丁目4-4,,",",087-851-3500,,,,医療法人社団らく楽会,,月火水木金土,09：00,18：00,土曜日13：00まで。,,歯科、小児歯科,0,http://www.rakuraku-group.jp/raku-dental/index.html,
636,372013,,香川県,高松市,かたぎり歯科クリニック,カタギリシカクリニック,歯科,香川県高松市三名町字大下723-1,,",",087-867-8046,,,,片桐　幸大,,月火水金土,09：30,18：00,,,歯科、小児歯科,0,https://www.katagiri.dental/,
637,372013,,香川県,高松市,西高松キッズクリニック,ニシタカマツキッズクリニック,無床診療所,香川県高松市郷東町134-1,,",",087-881-8899,,,,医療法人社団西高松社中,,月火水木金土,09：00,18：00,水曜日、土曜日12：30まで。,,小児科,0,https://brain.nishitakamatsu.jp/,
638,372013,,香川県,高松市,サンポート高松クリニック,サンポートタカマツクリニック,無床診療所,香川県高松市サンポート2-1,マリンタイムプラザ2階,",",087-802-3100,,,,石垣　俊郎,,月火水木金土,09：30,19：00,月曜日、火曜日、水曜日18：00まで。土曜日13：00まで。第4水曜日、第1、第3、第5土曜日休診。,,内科、糖尿病内科,0,https://www.sunport-takamatsu.clinic/,
639,372013,,香川県,高松市,やまもと中央クリニック,ヤマモトチュウオウクリニック,無床診療所,香川県高松市木太町5077-2,,",",087-802-7500,,,,山本　譲仁,,月火水木金土,09：00,18：00,水曜日、土曜日12：00まで。,,泌尿器科、内科,0,https://ychuoclinic.xsrv.jp/,
640,372013,,香川県,高松市,晴里歯科医院,ハルリシカイイン,歯科,香川県高松市牟礼町字川原2217-3,,",",087-802-1182,,,,今田　淳,,月火水金土,09：00,18：00,,,歯科、小児歯科、歯科口腔外科,0,https://haruri-dc.jp/,
641,372013,,香川県,高松市,ふじもり内科・消化器内科クリニック,フジモリナイカ・ショウカキナイカ,無床診療所,香川県高松市多肥下町482,,",",087-813-6114,,,,藤森　崇行,,月火水金土,09：00,18：00,,,内科・消化器内科,0,https://fuji-medi.com/,
642,372013,,香川県,高松市,安田内科,ヤスダナイカ,無床診療所,香川県高松市国分寺町福家甲3091-4,,",",087-875-2525,,,,安田　貢,,月火水木金土,09：00,18：00,水曜日、土曜日12：30まで。,,内科・消化器内科,0,http://www.yasudanaika.jp/,
643,372013,,香川県,高松市,高松南整形外科スポーツクリニック,タカマツミナミセイケイゲカスポーツクリニック,無床診療所,香川県高松市三名町65,,",",087-889-4970,,,,中溝　寛之,,月火水金土,09：00,18：30,土曜日15：00まで。,,整形外科,0,https://tkm-osc.com/,
644,372013,,香川県,高松市,はやし歯科医院,ハヤシシカイイン,歯科,香川県高松市林町1487-2,,",",087-802-8217,,,,林　直樹,,月火水木金土,09：00,18：00,水曜日13：00まで。,　,歯科・小児歯科,0,https://www.hayashishikain.com/,
