"施設名称１","施設名称２","施設名称かな","施設郵便番号","施設所在地１","施設所在地２","施設電話番号","営業者名","営業者名かな","業種","業態","許可番号","初回許可年月日","許可開始日","許可終了日"
"スターバックスコーヒー","ＪＲ高松駅","スターバックスコーヒージェイアールタカマツエキ","760-0011","高松市浜ノ町１−２０",,"087-821-6310  ","スターバックスコーヒージャパン株式会社","スターバックスコーヒージャパン","飲食店営業","喫茶","第10105-1300834号","H30.09.07","H30.09.07","R06.11.30"
"セブン−イレブン","高松ホテル川六店","セブンイレブン　タカマツホテルカワロクテン","760-0041","高松市百間町１−２",,"              ","株式会社ＦＡＣＴ","ファクト","飲食店営業","その他","第10404-3040579号","R04.07.20","R04.07.20","R09.08.31"
"ＶＩＴＡＭＩＮ　ＣＯＦＦＥＥ",,"バイタミン　コーヒー","760-0052","高松市瓦町２−１２−６","久利ビル１階",,"林　憲太郎","ハヤシ　ケンタロウ","飲食店営業","喫茶","第10105-3060002号","R06.04.02","R06.04.02","R11.05.31"
"食彩　はな",,"ショクサイ　ハナ","760-0041","高松市百間町９−４","横井ビル１階","087-813-1187  ","花田　昌彦","ハナダ　マサヒコ","飲食店営業","居酒屋・焼肉","第10107-3041836号","R05.03.02","R05.03.02","R10.05.31"
"セブンーイレブン","高松新田町店","セブンイレブンタカマツシンデンチョウテン","761-0102","高松市新田町甲６２４−２",,"087-843-1318  ","川崎　悠人","カワサキユウト","飲食店営業","その他","第10404-3060070号","R06.04.23","R06.04.23","R11.05.31"
"セブンーイレブン","高松南新町南店","セブンイレブンタカマツミナミシンマチミナミテンー","760-0051","高松市南新町６",,"              ","鈴木　一生","スズキ　イッセイ","飲食店営業","その他","第10404-3060071号","R06.04.23","R06.04.23","R11.05.31"
"ステーキハウス千萬　高松店",,"チマン　タカマツテン","760-0040","高松市片原町１−１１",,"087-822-4129  ","株式会社千萬","チマン","飲食店営業","一般","第10101-3060047号","R06.04.19","R06.04.19","R11.05.31"
"ステーキハウス千萬　高松店",,"チマン　タカマツテン","760-0040","高松市片原町１−１１",,"087-822-4129  ","株式会社千萬","チマン","食肉販売業","食肉販売","第21601-3060048号","R06.04.19","R06.04.19","R11.05.31"
"マルナカパワーシティ","屋島店　生活館　（スナックプラザ）","パワーシティ　ヤシマテン　セイカツカン　スナックプラザ","761-0113","高松市屋島西町１９１２−１","３階","087-843-7706  ","株式会社フジ","フジ","飲食店営業","一般","第10101-3030620号","R03.12.01","R03.12.01","R09.11.30"
"マルナカパワーシティ","屋島店　生活館　（紡）","パワーシティ　ヤシマテン　セイカツカン　ツムギ","761-0113","高松市屋島西町１９１２−１","３階","087-843-7706  ","株式会社フジ","フジ","飲食店営業","一般","第10101-3030621号","R03.12.01","R03.12.01","R09.11.30"
"マルナカ","国分寺店","マルナカ　コクブンジテン","769-0101","高松市国分寺町新居１０８０−１",,"087-875-9121  ","株式会社フジ","フジ","魚介類販売業","魚介類","第20601-0057376号","H12.12.19","R03.03.01","R08.02.28"
"マルナカ","国分寺店","マルナカ　コクブンジテン","769-0101","高松市国分寺町新居１０８０−１",,"087-875-9121  ","株式会社フジ","フジ","食肉販売業","食肉販売","第21601-0057458号","H12.12.19","R03.03.01","R08.02.28"
"マルナカ","国分寺店","マルナカ　コクブンジテン","769-0101","高松市国分寺町新居１０８０−１",,"087-875-9121  ","株式会社フジ","フジ","飲食店営業","おかず","第10403-3041619号","R05.03.01","R05.03.01","R10.02.29"
"マルナカ","国分寺店","マルナカ　コクブンジテン","769-0101","高松市国分寺町新居１０８０−１",,"087-875-9121  ","株式会社フジ","フジ","飲食店営業","おかず","第10403-3041620号","R05.03.01","R05.03.01","R10.02.29"
"マルナカ","国分寺店","マルナカ　コクブンジテン","769-0101","高松市国分寺町新居１０８０−１",,"087-875-9121  ","株式会社フジ","フジ","飲食店営業","その他","第10404-3041621号","R05.03.01","R05.03.01","R10.02.29"
"マルナカ","国分寺店","マルナカ　コクブンジテン","769-0101","高松市国分寺町新居１０８０−１",,"087-875-9121  ","株式会社フジ","フジ","菓子製造業","パン","第20102-3041622号","R05.03.01","R05.03.01","R10.02.29"
"マルナカ","檀紙店","マルナカ　ダンシテン","761-8041","高松市檀紙町２０５２",,"087-886-8833  ","株式会社フジ","フジ","飲食店営業","おかず","第10403-0055515号","H17.04.15","R03.06.01","R08.05.31"
"ザ・ビッグ国分寺店",,"ザ・ビッグコクブンジテン","769-0104","高松市国分寺町新名６５４−３",,"087-870-6025  ","株式会社フジ","フジ","飲食店営業","寿司","第10103-1220616号","H22.09.14","R02.12.01","R07.11.30"
"ザ・ビッグ国分寺店",,"ザ・ビッグコクブンジテン","769-0104","高松市国分寺町新名６５４−３",,"087-870-6025  ","株式会社フジ","フジ","飲食店営業","調理パン","第10402-1220617号","H22.09.14","R02.12.01","R07.11.30"
"ザ・ビッグ国分寺店",,"ザ・ビッグコクブンジテン","769-0104","高松市国分寺町新名６５４−３",,"087-870-6025  ","株式会社フジ","フジ","飲食店営業","おかず","第10403-1220618号","H22.09.14","R02.12.01","R07.11.30"
"ザ・ビッグ国分寺店",,"ザ・ビッグコクブンジテン","769-0104","高松市国分寺町新名６５４−３",,"087-870-6025  ","株式会社フジ","フジ","菓子製造業","菓子","第20101-1220619号","H22.09.14","R02.12.01","R07.11.30"
"ザ・ビッグ国分寺店",,"ザ・ビッグコクブンジテン","769-0104","高松市国分寺町新名６５４−３",,"087-870-6025  ","株式会社フジ","フジ","魚介類販売業","魚介類","第20601-1220620号","H22.09.14","R02.12.01","R07.11.30"
"ザ・ビッグ国分寺店",,"ザ・ビッグコクブンジテン","769-0104","高松市国分寺町新名６５４−３",,"087-870-6025  ","株式会社フジ","フジ","食肉販売業","食肉販売","第21601-1220623号","H22.09.14","R02.12.01","R07.11.30"
"マルナカ","栗林南店","マルナカ　リツリンミナミテン","761-8053","高松市西ハゼ町１８",,"087-868-3033  ","株式会社フジ","フジ","そうざい製造業","そうざい","第22800-3030765号","R03.12.01","R03.12.01","R08.11.30"
"マルナカ","栗林南店","マルナカ　リツリンミナミテン","761-8053","高松市西ハゼ町１８",,"087-868-3033  ","株式会社フジ","フジ","飲食店営業","喫茶","第10105-3040645号","R04.09.01","R04.09.01","R09.08.31"
"ＬＩＢＥＲＴＹ",,"リバティ","760-0045","高松市古馬場町３−１","真鍋ビル２階南",,"黒木　祐弥","クロキ　ユウヤ","飲食店営業","飲み屋","第10401-3060023号","R06.04.12","R06.04.12","R11.05.31"
"ごはんや　シヅカサン",,"ゴハンヤ　シヅカサン","760-0080","高松市木太町４１３１−１１",,"087-865-6736  ","株式会社四国クラフトワーク","シコククラフトワーク","そうざい製造業","そうざい","第22800-3060031号","R06.04.16","R06.04.16","R11.05.31"
"ｍａｍ’ｓ　ｋｉｔｃｈｅｎ",,"マムズキッチン","761-0434","高松市十川東町１０６６",,,"佐々木　敦子","ササキ　アツコ","菓子製造業","菓子","第20101-3060013号","R06.04.10","R06.04.10","R11.05.31"
"喫茶　モンシェリー",,"キッサ　モンシェリー","761-0301","高松市林町６−２５","ＳＩＺＵＣＵ　Ｂ棟",,"藤原　惇平","フジワラ　ジュンペイ","飲食店営業","喫茶","第10105-3060082号","R06.04.25","R06.04.25","R11.05.31"
"喫茶　モンシェリー",,"キッサ　モンシェリー","761-0301","高松市林町６−２５","ＳＩＺＵＣＵ　Ｂ棟",,"藤原　惇平","フジワラ　ジュンペイ","菓子製造業","菓子","第20101-3060083号","R06.04.25","R06.04.25","R11.05.31"
"ＴＲＯＹ",,"トロイ","        ","高松市一円",,"              ","エルゲン　アルパイ","エルゲン　アルパイ","飲食店営業","車","第10410-3060008号","R06.04.05","R06.04.05","R11.05.31"
"ＢＡＲ　Ｐｈａｎｔｏｍ",,"バー　ファントム","760-0052","高松市瓦町２−８−４４","リーゼントキ新ビル７階","              ","霜田　正都","シモダ　マサト","飲食店営業","飲み屋","第10401-3051786号","R06.03.18","R06.03.19","R11.05.31"
"伍と弐　天",,"ゴトニ　テン","760-0019","高松市サンポート２−１","タワー棟２９階マリタイムプラザ高松","087-884-6003  ","株式会社ワタルワークス","ワタルワークス","飲食店営業","飲み屋","第10401-3060086号","R06.04.25","R06.04.25","R11.05.31"
"和洋創菜　かしゅく",,"ワヨウソウサイカシュク","760-0045","高松市古馬場町１１−６","長楽ビル１階","087-851-0400  ","山本　俊吾","ヤマモトシュンゴ","飲食店営業","居酒屋・焼肉","第10107-3060018号","R06.04.10","R06.04.10","R11.05.31"
"いしがまやハンバーグ","ゆめタウン高松店","イシガマヤハンバーグ　ユメタウンタカマツテン","761-8072","高松市三条町６０８−１",,"087-813-8335  ","イズミ・フード・サービス株式会社","イズミフードサービス","飲食店営業","一般","第10101-3060011号","R06.06.01","R06.06.01","R11.05.31"
"クセモノズ",,"クセモノズ","760-0012","高松市瀬戸内町３０−７５","うみまち商店街","              ","株式会社ナイスタウン","ナイスタウン","飲食店営業","一般","第10101-3060045号","R06.04.18","R06.04.18","R11.05.31"
"野家","１１号線国分寺店","ヨシノヤ　ジュウイチゴウセンコクブンジテン","769-0101","高松市国分寺町新居１３５４−３",,"087-875-9620  ","株式会社西日本野家","ニシニホンヨシノヤ","飲食店営業","一般","第10101-1200970号","H20.11.18","R02.12.01","R08.11.30"
"野家","高松中央インター店","ヨシノヤ　タカマツチュウオウインターテン","760-0080","高松市木太町５８１−４",,"087-815-1156  ","株式会社西日本野家","ニシニホンヨシノヤ","飲食店営業","一般","第10101-3041581号","R05.01.30","R05.02.02","R10.02.29"
"野家","１９３号線高松仏生山店","ヨシノヤ１９３ゴウセンタカマツブッショウザンテン","761-8078","高松市仏生山町甲１３１９−１",,"087-840-1260  ","株式会社西日本野家","ニシニホンヨシノヤ","飲食店営業","一般","第10101-3030673号","R03.12.01","R03.12.01","R08.11.30"
"野家","高松瓦町店","ヨシノヤ　タカマツカワラマチテン","760-0051","高松市南新町８−１",,"087-832-5025  ","株式会社西日本野家","ニシニホンヨシノヤ","飲食店営業","一般","第10101-3031180号","R04.03.01","R04.03.01","R09.02.28"
"野家","高松屋島店","ヨシノヤ　タカマツヤシマテン","761-0102","高松市新田町甲６９−５",,"087-802-7669  ","株式会社西日本野家","ニシニホンヨシノヤ","飲食店営業","一般","第10101-1301507号","H31.02.20","H31.02.20","R07.02.28"
"もにぱん　高松丸亀町店",,"モニパン　タカマツマルガメマチテン","760-0029","高松市丸亀町９−４",,"087-822-0667  ","株式会社フードサポート四国","フードサポートシコク","飲食店営業","喫茶","第10105-3060310号","R06.05.17","R06.05.17","R11.05.31"
"Ｈ’ｓ　ｋｉｔｃｈｅｎ３５１９",,"ホーリーズキッチンサンゴウイチキュウ","        ","高松市一円",,"0879-24-3705  ","堀口　絵美","ホリグチ　エミ","飲食店営業","車","第10410-3060009号","R06.04.08","R06.04.08","R11.05.31"
"ちょい呑み屋",,"チョイノミヤミ","760-0052","高松市瓦町２−８−４２",,"              ","有限会社フリーダムプロジェクト","フリーダムプロジェクト","飲食店営業","飲み屋","第10401-3030989号","R04.02.07","R04.02.07","R09.02.28"
"ｅｔ　ｃｅｔｅｒａ",,"エト　セトラ","760-0052","高松市瓦町１−３−１３","榊ビル１階西","              ","太田　浩之","オオタ　ヒロユキ","飲食店営業","飲み屋","第10401-3060015号","R06.04.11","R06.04.11","R11.05.31"
"手打ちうどん　大蔵",,"テウチウドンオオクラ","760-0020","高松市錦町２−８−１８",,"087-899-7887  ","大平　智","オオヒラ　サトル","飲食店営業","めん","第10104-3060014号","R06.04.11","R06.04.11","R11.05.31"
"讃岐夜街角ラーメン",,"サヌキヨルマチカドラーメン","760-0045","高松市古馬場町４−７","テナントハウス１階",,"小竹　寿典","コタケ　ヒサノリ","飲食店営業","めん","第10104-3060019号","R06.04.11","R06.04.11","R11.05.31"
